title,url,source,growth_potential,recession_resistance,automation_resistance,skill_accessibility,cross_industry_collaboration
Metabolic adaptation in CD4+ T cells promotes immunosuppression in sepsis - Nature Immunology,https://www.nature.com/articles/s41590-025-02403-4,www.nature.com,6.42,5.11,5.51,5.17,7.67
"Lesion-targeted, severity-responsive nanoparticle delivery for RNA therapy in osteoarthritis - Nature Nanotechnology",https://www.nature.com/articles/s41565-025-02067-z,www.nature.com,7.53,6.32,6.1,5.35,7.69
Genomic clues to the origin of eukaryotic cells,https://www.nature.com/articles/d41586-025-04094-1,www.nature.com,6.7,6.42,5.88,4.45,7.24
Purifying water with manual pumping - Nature Water,https://www.nature.com/articles/s44221-025-00572-y,www.nature.com,6.71,7.02,6.52,4.63,7.35
This shapeshifting polymer was inspired by octopus skin,https://www.nature.com/articles/d41586-026-00101-1,www.nature.com,7.06,6.15,5.63,6.15,7.44
Data science academic programs in the pre-ChatGPT erain the Midwestern United States: a curated dataset - Scientific Data,https://www.nature.com/articles/s41597-026-06553-4,www.nature.com,7.5,5.61,4.98,4.6,6.17
Carbon in river floodplains - Nature Climate Change,https://www.nature.com/articles/s41558-025-02341-x,www.nature.com,4.95,6.74,5.22,6.55,7.31
Optimizing unsupervised clustering of electrochemical impedance spectra via normalization and dimensionality reduction - Scientific Reports,https://www.nature.com/articles/s41598-026-35621-3,www.nature.com,6.87,5.47,6.39,5.27,6.56
AlphaFold can help African researchers to do cutting-edge structural biology,https://www.nature.com/articles/d41586-026-00072-3,www.nature.com,7.07,6.94,5.25,4.57,7.51
Spatiotemporal dynamic and driving factors of ecological resilience during urbanization in the yellow river basin - Scientific Reports,https://www.nature.com/articles/s41598-026-36358-9,www.nature.com,6.56,7.05,6.98,5.83,7.1
Bacteria break through one-micrometer-square passages by flagellar wrapping - Nature Communications,https://www.nature.com/articles/s41467-025-67507-9,www.nature.com,6.67,6.63,5.91,5.82,7.28
Politically knowledgeable ideologues believe they are less effective in political conversations - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06470-8,www.nature.com,6.6,6.02,4.79,5.09,7.81
Enhanced signal-to-noise ratio with exceptional-point phase sensing - Nature Electronics,https://www.nature.com/articles/s41928-025-01547-3,www.nature.com,7.0,5.6,6.2,4.42,6.92
Advances in PFAS treatment in water in 2025 - Nature Reviews Clean Technology,https://www.nature.com/articles/s44359-025-00126-1,www.nature.com,6.98,6.73,6.54,3.63,7.12
Six ways to empower African research and development for health - Nature Health,https://www.nature.com/articles/s44360-025-00015-8,www.nature.com,7.39,7.52,6.37,3.98,7.55
Surgical resection versus non-surgical treatments for hepatocellular carcinoma with macrovascular invasion - Scientific Reports,https://www.nature.com/articles/s41598-026-36937-w,www.nature.com,6.83,5.72,5.43,4.36,6.98
Restoration of ethanol-induced Bifidobacterium pseudocatenulatum depletion ameliorates alcohol-associated liver disease - npj Biofilms and Microbiomes,https://www.nature.com/articles/s41522-026-00913-z,www.nature.com,6.96,6.35,5.67,5.91,7.25
Functional and structural insights into interactions between β-Arrestin 1 and Gαs or Gαi1 - Nature Communications,https://www.nature.com/articles/s41467-026-68690-z,www.nature.com,6.73,6.97,5.67,4.46,7.28
Organic crystalline nanoparticles with a long-lived charge-separated state for efficient photocatalytic hydrogen production - Nature Chemistry,https://www.nature.com/articles/s41557-025-02035-z,www.nature.com,7.28,6.81,6.51,4.41,6.45
Multilevel evaluation of Prunus cerasifera Ehrh. rootstock candidates on nutritional and biochemical networks in ‘Hacıhaliloğlu’ apricot - Scientific Reports,https://www.nature.com/articles/s41598-026-36460-y,www.nature.com,6.31,6.87,5.93,5.59,6.65
Nationwide genetic screening proves effective at catching disease risk early,https://www.nature.com/articles/d41586-026-00035-8,www.nature.com,6.61,7.46,5.53,4.31,7.57
Briefing Chat: Can NASA return rocks from Mars? And why dogs have long ears,https://www.nature.com/articles/d41586-026-00194-8,www.nature.com,6.2,6.74,4.81,6.17,7.29
Environmental impacts from European food consumption can be reduced with carbon pricing or a value-added tax reform - Nature Food,https://www.nature.com/articles/s43016-025-01284-y,www.nature.com,4.76,5.46,5.08,5.2,7.38
Projected warming will exceed the long-term thermal limits of rice cultivation - Communications Earth & Environment,https://www.nature.com/articles/s43247-025-03108-0,www.nature.com,4.84,6.04,5.49,5.54,5.89
Hotspot RPL3L variants drive early onset heart failure through a dual mechanism - Nature Cardiovascular Research,https://www.nature.com/articles/s44161-025-00772-5,www.nature.com,6.16,6.56,5.91,4.54,5.72
The relevant influencing factors of self injury among patients in psychiatry outpatient clinic of general hospital - Scientific Reports,https://www.nature.com/articles/s41598-025-34670-4,www.nature.com,6.69,5.69,5.74,4.5,6.9
Mistaken identity and the psychology of human recognition,https://www.nature.com/articles/d41586-026-00190-y,www.nature.com,6.62,5.75,5.32,6.61,5.76
Marine heatwaves are transforming Western mediterranean marine ecosystems - Scientific Reports,https://www.nature.com/articles/s41598-026-35813-x,www.nature.com,6.39,6.4,4.9,6.35,5.84
Sex differences in foraging ecology of the chick rearing Brünnich’s Guillemots (Uria lomvia) breeding in a High Arctic colony - Scientific Reports,https://www.nature.com/articles/s41598-026-36586-z,www.nature.com,6.81,4.96,5.68,4.37,6.95
Content compensation design for older adults’ perceived health information comprehension based on large language models: a random experiment in China - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06291-9,www.nature.com,7.27,5.54,5.64,6.06,7.34
SH3 domains selectively activate the PI3 kinase through non-conventional tertiary contacts - Communications Biology,https://www.nature.com/articles/s42003-026-09540-y,www.nature.com,6.23,6.47,5.65,4.87,7.22
Green microfinance: Africa’s path to resilience - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-026-06530-7,www.nature.com,4.73,6.42,5.52,6.3,7.12
Battery-electric passenger vehicles will be cost-effective across Africa well before 2040 - Nature Energy,https://www.nature.com/articles/s41560-025-01955-x,www.nature.com,7.07,6.3,6.56,4.69,7.7
Health risks of oil and gas development - Nature Reviews Nephrology,https://www.nature.com/articles/s41581-026-01050-8,www.nature.com,7.26,6.37,5.48,4.43,7.4
Mitochondrial asymmetry shifts T cell fate - Nature Cell Biology,https://www.nature.com/articles/s41556-025-01841-4,www.nature.com,7.17,6.63,5.65,4.88,5.65
Predicting tourism growth in Saudi Arabia with machine learning models for vision 2030 perspective - Scientific Reports,https://www.nature.com/articles/s41598-025-32509-6,www.nature.com,6.46,6.66,4.59,4.53,7.33
Jellyfish sleep like humans — even though they don’t have brains,https://www.nature.com/articles/d41586-026-00044-7,www.nature.com,6.74,5.93,5.77,4.75,7.05
Modeling tissue-specific Drosophila metabolism identifies high sugar diet-induced metabolic dysregulation in muscle at reaction and pathway levels - Nature Communications,https://www.nature.com/articles/s41467-026-68395-3,www.nature.com,7.48,6.13,5.25,4.72,7.66
Evaluation of ChatGPT-4o and Gemini for gout management: a comparative analysis based on EULAR guidelines - Scientific Reports,https://www.nature.com/articles/s41598-026-35166-5,www.nature.com,4.77,5.37,4.15,4.34,7.69
Metabolic reprogramming enhances oxidative stress resistance in differentiating cardiomyocytes - Scientific Reports,https://www.nature.com/articles/s41598-026-35263-5,www.nature.com,7.19,6.58,5.81,5.77,7.16
Avoiding affection in Kaathal—The Core: homosexuality sanitized for family audiences - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06304-7,www.nature.com,6.68,6.38,5.79,4.6,7.31
Effectiveness of a hierarchical pharmacist management model on reducing hyperphosphatemia in hemodialysis patients in China: a multicenter randomized study - Scientific Reports,https://www.nature.com/articles/s41598-025-34974-5,www.nature.com,6.33,5.49,5.93,4.96,7.5
From superstition to generosity: the role of executives’ luck belief in corporate charitable donations in China - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06045-7,www.nature.com,5.52,6.6,4.08,5.39,5.37
How Rwanda is preparing its health system for the climate crisis - Nature Health,https://www.nature.com/articles/s44360-025-00006-9,www.nature.com,6.47,6.72,5.88,5.79,7.54
The relevance of classic language models in the age of AI - Nature Reviews Psychology,https://www.nature.com/articles/s44159-025-00508-z,www.nature.com,6.9,6.41,5.56,6.5,5.96
Unbiased clustering of acute-on-chronic liver failure patients using machine learning in a real-world ICU cohort - Nature Communications,https://www.nature.com/articles/s41467-026-68368-6,www.nature.com,4.92,6.55,4.76,6.18,7.38
Diverging maturity and converging challenges of water and CO₂ electrolysis in 2025 - Nature Reviews Clean Technology,https://www.nature.com/articles/s44359-025-00132-3,www.nature.com,7.25,6.72,6.42,4.1,7.44
Tracing dynamic arrest - Nature Physics,https://www.nature.com/articles/s41567-025-03159-2,www.nature.com,6.61,6.39,6.31,4.24,6.76
The oldest sepioid cephalopod from the Cretaceous discovered by Digital fossil-mining with zero-shot learning AI - Communications Biology,https://www.nature.com/articles/s42003-026-09519-9,www.nature.com,6.87,6.23,5.7,6.32,7.04
Reconstruction of Extreme Sea Levels in coastal China using Multiple Deep Learning models - Scientific Data,https://www.nature.com/articles/s41597-026-06593-w,www.nature.com,5.13,7.07,4.64,6.27,7.24
Response to ‘Non-profits wade in where for-profit life science investment fears to tread’ - Nature Biotechnology,https://www.nature.com/articles/s41587-025-02981-6,www.nature.com,7.76,7.16,5.87,3.45,7.73
"A bibliometric analysis of governance, risk, and compliance (GRC): trends, themes, and future directions - Humanities and Social Sciences Communications",https://www.nature.com/articles/s41599-025-06194-9,www.nature.com,6.83,6.32,5.89,5.72,5.8
Same-sex sexual behaviour can help primates to survive — and reproduce,https://www.nature.com/articles/d41586-026-00119-5,www.nature.com,6.68,6.3,6.24,4.33,7.26
From models to molecules: self-organized and instructed modes of developmental patterning - Nature Reviews Genetics,https://www.nature.com/articles/s41576-025-00925-z,www.nature.com,7.3,6.22,5.98,5.57,7.37
Calibrated AI for nAMD monitoring with transport validation and actionable thresholds - Eye,https://www.nature.com/articles/s41433-025-04236-9,www.nature.com,5.17,6.6,4.39,4.46,7.35
A study on the coupling mechanism between the urban environment and depression perception based on deep learning and street view image - Scientific Reports,https://www.nature.com/articles/s41598-026-36804-8,www.nature.com,7.7,6.55,6.47,5.69,7.49
HumanBase: an interactive AI platform for human biology - Nature Methods,https://www.nature.com/articles/s41592-025-02994-8,www.nature.com,7.4,7.09,4.72,4.7,7.78
Heterogeneous sympathetic control of brown adipose tissue - Nature Metabolism,https://www.nature.com/articles/s42255-025-01435-2,www.nature.com,6.3,5.56,5.53,4.5,6.54
Anthropogenic climate change leads to a pronounced reorganisation of wintertime North Atlantic atmospheric circulation regimes - Communications Earth & Environment,https://www.nature.com/articles/s43247-026-03180-0,www.nature.com,4.74,6.49,4.99,6.35,7.2
Improving erectile function in diabetic male mice by rescuing depalmitoylated FBP1 to reduce cavernosal lactate - Nature Communications,https://www.nature.com/articles/s41467-026-68443-y,www.nature.com,6.9,6.9,5.63,5.58,7.56
Disentangling the role of environmental factors in the CKDu epidemic - Nature Reviews Nephrology,https://www.nature.com/articles/s41581-026-01054-4,www.nature.com,6.8,6.89,5.47,5.55,7.49
Aged skin exacerbates experimental osteoarthritis via enhanced IL-36R signaling - Nature Communications,https://www.nature.com/articles/s41467-026-68399-z,www.nature.com,5.52,6.38,5.14,6.38,7.24
A mysterious ancient fingerprint and a lemon-shaped planet — the stories you’ve missed,https://www.nature.com/articles/d41586-026-00053-6,www.nature.com,6.48,7.21,5.87,6.1,7.36
Placebo effect influences vaccine responses - Nature Medicine,https://www.nature.com/articles/s41591-025-04168-7,www.nature.com,6.75,5.32,4.2,5.84,7.51
Nationwide genomic surveillance of carbapenem- and colistin-resistant Klebsiella pneumoniae bloodstream isolates in Thailand (2020–2024) - Scientific Reports,https://www.nature.com/articles/s41598-026-36228-4,www.nature.com,6.62,7.14,5.95,4.36,7.31
"Double-dose firmonertinib as first-line treatment in patients with locally advanced or metastatic non-small-cell lung cancer harboring EGFR L858R mutation: a prospective, multicenter, phase II study (FIRM) - Nature Communications",https://www.nature.com/articles/s41467-026-68554-6,www.nature.com,5.58,6.84,4.76,4.54,6.1
The prognostic significance of metastasis to No. 253 lymph node in stage III rectal cancer based on a bicenter retrospective study - Scientific Reports,https://www.nature.com/articles/s41598-026-35920-9,www.nature.com,5.09,7.3,4.98,5.65,7.2
"The democratization dilemma: When everyone is an expert, who do we trust? - Humanities and Social Sciences Communications",https://www.nature.com/articles/s41599-025-04734-x,www.nature.com,5.5,6.69,4.69,5.1,6.15
Multiplying matrices in a single pass with light - Nature Photonics,https://www.nature.com/articles/s41566-025-01828-5,www.nature.com,6.75,7.14,5.72,4.14,7.13
Measuring electrooculograms of a simulated underwater diver by utilizing conductivity of seawater - Scientific Reports,https://www.nature.com/articles/s41598-026-35528-z,www.nature.com,6.91,6.57,6.16,3.82,7.6
Discovering the laws behind complex networked systems - Nature Computational Science,https://www.nature.com/articles/s43588-025-00929-z,www.nature.com,7.05,6.4,5.59,5.72,7.18
Do you have a side hustle alongside your PhD studies? Take Nature’s poll,https://www.nature.com/articles/d41586-026-00145-3,www.nature.com,7.33,6.66,5.62,4.39,6.01
Evaluation of drip and flood irrigated treatments under varying heat stress on winter wheat: a four-seasons experimental study - Scientific Reports,https://www.nature.com/articles/s41598-026-36458-6,www.nature.com,6.03,6.59,6.51,5.67,5.61
In vitro release kinetics and in vivo plasma exposure of green tea polyphenols and caffeine from iron oxide Chitosan nanoparticles - Scientific Reports,https://www.nature.com/articles/s41598-025-34828-0,www.nature.com,6.97,6.17,6.14,5.33,7.62
Drone docks for automated forest phenology monitoring - Nature Reviews Earth & Environment,https://www.nature.com/articles/s43017-026-00759-1,www.nature.com,7.05,6.53,5.87,5.65,7.12
From 1995 to now: the endophthalmitis vitrectomy study and the need for a contemporary evidence base - Eye,https://www.nature.com/articles/s41433-025-04091-8,www.nature.com,6.68,6.81,6.08,4.11,5.81
Clinically-guided models or foundation models? predicting cervical spondylotic myelopathy from electronic health records - npj Digital Medicine,https://www.nature.com/articles/s41746-026-02337-7,www.nature.com,6.9,7.11,5.55,4.6,5.99
Collaborative encounters? Two recent Spanish takes on the Shakespeare–Cervantes relationship - Humanities and Social Sciences Communications,https://www.nature.com/articles/palcomms201633,www.nature.com,6.9,6.25,5.57,5.9,7.04
Using interdisciplinary dialogue to understand the influence of identities on undergraduate research experiences - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-026-06499-3,www.nature.com,7.71,7.35,6.22,4.88,7.63
C1q-dependent clearance of alpha-synuclein allows macrophages to transiently limit enteric synucleinopathy in male mice - Nature Communications,https://www.nature.com/articles/s41467-026-68641-8,www.nature.com,4.76,6.49,5.05,4.87,7.03
Cities are embracing nature for flood defence,https://www.nature.com/articles/d41586-025-03927-3,www.nature.com,6.45,6.81,6.21,5.83,7.38
Analysis of the spatial-temporal distribution and functional morphology of telocytes in goat testes - Scientific Reports,https://www.nature.com/articles/s41598-026-36639-3,www.nature.com,6.68,7.11,5.42,5.16,6.17
Russia’s invasion of Ukraine: a test for international law - Nature Human Behaviour,https://www.nature.com/articles/s41562-022-01402-x,www.nature.com,7.52,6.92,5.27,4.63,7.35
Energy intensive industry upgrading: the empirical analysis based on global value chain and product space - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06191-y,www.nature.com,6.69,6.29,6.0,4.61,7.48
Understanding purchase intention for genAI-enabled museum cultural and creative products using a SOR model - Scientific Reports,https://www.nature.com/articles/s41598-026-36224-8,www.nature.com,6.79,5.47,5.19,6.08,7.26
The R451 site is critical for PTPN18 to exert tumor suppressive effects in breast cancer through the negative regulatory interacting protein fibrillarin - Cell Death & Disease,https://www.nature.com/articles/s41419-025-08395-1,www.nature.com,6.46,6.73,5.11,5.73,7.28
Emergency mental health co-responders reduce involuntary psychiatric detentions in the USA - Nature Human Behaviour,https://www.nature.com/articles/s41562-025-02339-7,www.nature.com,6.72,5.16,6.51,4.14,7.29
The chatbots claiming to be Jesus: spreading gospel or heresy?,https://www.nature.com/articles/d41586-025-02987-9,www.nature.com,7.47,6.67,5.14,4.92,7.55
Inclusive writing in the social sciences - Nature Reviews Psychology,https://www.nature.com/articles/s44159-025-00488-0,www.nature.com,7.03,6.21,6.64,5.84,7.21
Mapping the science–technology translational landscape in biomedicine - Nature Biotechnology,https://www.nature.com/articles/s41587-025-02962-9,www.nature.com,7.52,6.47,5.37,4.15,7.61
Emotion recognition from faces and bodies in Parkinson’s disease and its relationship to MRI-based brain volumetry - Scientific Reports,https://www.nature.com/articles/s41598-026-35889-5,www.nature.com,6.91,6.25,5.73,4.44,7.23
The causes of the causes: Aboriginal and Torres Strait Islander oral health and the neoliberalisation of Australia’s dental health system - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-024-04207-7,www.nature.com,6.47,6.64,7.02,5.22,7.27
Assessing decadal changes in human exposure near wildfires in a Mediterranean region - Scientific Reports,https://www.nature.com/articles/s41598-026-35426-4,www.nature.com,6.75,7.06,5.53,5.87,7.12
The role of the lymphatic system in musculoskeletal system health and disease: research progress and future directions - Bone Research,https://www.nature.com/articles/s41413-025-00479-0,www.nature.com,6.89,6.58,5.97,4.23,7.64
Variations in carbon flux allocation among cassava (Manihot esculenta) cultivars arise from balanced competition between starch accumulation and structural component development - Communications Biology,https://www.nature.com/articles/s42003-026-09556-4,www.nature.com,5.09,5.98,5.03,5.94,7.17
"Materials science, 10 years on - Nature Reviews Materials",https://www.nature.com/articles/s41578-025-00881-4,www.nature.com,6.93,6.45,6.05,3.99,6.31
Robust generation of clinically applicable human pluripotent stem cells from peripheral blood by chemical reprogramming - Cell Discovery,https://www.nature.com/articles/s41421-025-00852-7,www.nature.com,6.9,6.95,6.12,3.75,6.73
Prognostic role of CDCA3 in lung adenocarcinoma with immune infiltration - Scientific Reports,https://www.nature.com/articles/s41598-025-34254-2,www.nature.com,6.66,6.36,4.71,5.28,7.18
Sphingolipid signaling links elastin deficiency to arterial hyper-muscularization and congenital heart disease - Nature Cardiovascular Research,https://www.nature.com/articles/s44161-025-00763-6,www.nature.com,6.3,7.19,4.83,4.7,7.08
Holistic approaches to explain and combat obesity - Nature Metabolism,https://www.nature.com/articles/s42255-024-01197-3,www.nature.com,6.99,6.33,4.9,6.07,7.48
Building mechanochemistry into soft biomaterials - Nature Reviews Bioengineering,https://www.nature.com/articles/s44222-026-00406-w,www.nature.com,7.43,6.68,5.96,3.65,7.39
"Placemaking through the invisible: Nyau rituals, spiritual citizenship, and the politics of space among migrants in peri-urban Zimbabwe - Humanities and Social Sciences Communications",https://www.nature.com/articles/s41599-025-06254-0,www.nature.com,6.39,6.27,6.52,5.01,6.94
AI can turbocharge scientists’ careers — but limit their scope,https://www.nature.com/articles/d41586-026-00162-2,www.nature.com,7.03,7.2,5.64,5.27,7.57
IGF2BP3-dependent glutamine/BCAA metabolic rewiring rejuvenates aged human adipose-derived stem cells for enhanced tissue regeneration - Cell Discovery,https://www.nature.com/articles/s41421-025-00860-7,www.nature.com,6.94,6.87,6.14,4.28,5.93
How online studies must increase their defences against AI - Communications Psychology,https://www.nature.com/articles/s44271-025-00388-2,www.nature.com,6.86,5.3,5.01,4.88,7.43
Brazil’s COP30 legacy should be to protect more of its forests,https://www.nature.com/articles/d41586-025-03361-5,www.nature.com,6.8,6.83,6.33,5.84,7.27
Revisiting type 1 diabetes progression in the non-obese diabetic mouse - Scientific Reports,https://www.nature.com/articles/s41598-026-35483-9,www.nature.com,6.91,6.85,5.44,5.13,7.36
Assembling unregulated DNA segments bypasses synthesis screening: regulate fragments as select agents - Nature Communications,https://www.nature.com/articles/s41467-025-67955-3,www.nature.com,6.37,6.45,5.96,4.34,7.43
GLP-1 receptor agonism counteracts omics aging in mice - Nature Aging,https://www.nature.com/articles/s43587-025-01063-1,www.nature.com,6.83,6.88,4.84,6.33,7.57
Foundation model embeddings for multimodal oncology data integration - npj Digital Medicine,https://www.nature.com/articles/s41746-025-02312-8,www.nature.com,5.68,6.58,4.29,6.37,7.97
Environmental stewardship and health systems: Indigenous-centred reflections - Nature Reviews Nephrology,https://www.nature.com/articles/s41581-026-01049-1,www.nature.com,7.22,7.06,6.38,5.58,7.44
Loss of the CoA-degrading enzyme NUDT19 exacerbates albuminuria and disrupts renal lipid homeostasis in high fat diet-fed mice - Scientific Reports,https://www.nature.com/articles/s41598-026-36136-7,www.nature.com,6.49,6.54,5.48,6.43,7.32
Oral anticoagulant therapy after ablation for atrial fibrillation - Nature Reviews Cardiology,https://www.nature.com/articles/s41569-026-01248-0,www.nature.com,6.52,6.22,6.27,3.86,7.49
Ligand-controlled regiodivergent and enantioselective C–H cyanation of secondary amines - Nature Communications,https://www.nature.com/articles/s41467-026-68598-8,www.nature.com,6.91,6.54,6.28,3.82,5.27
An interstellar energetic and non-aqueous pathway to peptide formation - Nature Astronomy,https://www.nature.com/articles/s41550-025-02765-7,www.nature.com,6.75,6.99,4.98,4.72,5.36
The impact of digital literacy on women’s wage income: evidence from China - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06477-1,www.nature.com,6.68,5.72,5.96,4.69,7.22
Low resistance p-type contacts to monolayer WSe2 through chlorinated solvent doping - Nature Communications,https://www.nature.com/articles/s41467-025-65604-3,www.nature.com,6.74,6.54,6.58,4.25,5.96
HPV vaccine could help to protect the unvaccinated against cervical cancer,https://www.nature.com/articles/d41586-026-00128-4,www.nature.com,6.48,6.33,5.78,4.38,7.51
"I’m going to halve my publication output. You should consider slow science, too",https://www.nature.com/articles/d41586-025-04061-w,www.nature.com,6.45,6.72,6.07,4.9,6.03
Ageing rewires the body’s tolerance to infection,https://www.nature.com/articles/d41586-025-04091-4,www.nature.com,6.78,6.55,6.04,6.19,7.33
The undervaluing of elite women in physics - Nature Physics,https://www.nature.com/articles/s41567-025-03114-1,www.nature.com,7.19,5.54,6.53,4.48,7.09
Beyond conformity: exploring the moderated role of peer effects in shaping business model innovation amid public opinion uncertainty - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06460-w,www.nature.com,6.6,6.39,5.56,5.07,5.41
Bottom-up mesoscopic coarse-graining of soft matter - Nature Reviews Physics,https://www.nature.com/articles/s42254-025-00915-4,www.nature.com,7.02,6.86,6.52,3.98,6.95
The growing public health problem of sugar-sweetened beverage consumption and promising strategies to reduce its burden - Nature Food,https://www.nature.com/articles/s43016-025-01289-7,www.nature.com,6.44,5.35,5.6,4.65,7.34
Operando nuclear magnetic resonance decodes alkali-tuned proton-electron relay boosting CO2-to-formate conversion - Nature Communications,https://www.nature.com/articles/s41467-026-68604-z,www.nature.com,7.27,6.29,5.58,4.41,7.02
Tailoring Australian carbon farming can realise greater co-benefits - Nature Communications,https://www.nature.com/articles/s41467-026-68628-5,www.nature.com,6.24,6.41,5.56,6.02,6.86
A conversation-analytic perspective of repair initiation in ESL classroom interactions - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06178-9,www.nature.com,6.34,6.58,4.68,5.0,7.22
The future of interpersonal violence research: Steps towards interdisciplinary integration - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-024-03760-5,www.nature.com,6.98,6.99,5.79,4.35,7.68
"Ultralight, mechanically robust, water stable MXene–chitosan aerogels for concurrent dye adsorption and antibacterial filtration at low MXene loading - npj Clean Water",https://www.nature.com/articles/s41545-025-00551-6,www.nature.com,7.63,6.95,6.15,4.04,7.69
Redirecting mast cells for antigen-specific cancer immunotherapy,https://www.nature.com/articles/d41573-026-00008-6,www.nature.com,7.04,6.65,4.94,4.16,7.55
How much protein do you actually need?,https://www.nature.com/articles/d41586-026-00151-5,www.nature.com,7.38,5.99,6.01,4.13,7.61
Forecasting the number of sunspots for solar cycle 25 utilizing the facebook prophet model - Scientific Reports,https://www.nature.com/articles/s41598-025-33819-5,www.nature.com,4.84,7.16,4.0,5.1,5.86
Interdisciplinarity and anxiety - Humanities and Social Sciences Communications,https://www.nature.com/articles/palcomms201521,www.nature.com,7.01,7.26,5.96,4.57,7.46
Too much efficiency leads to delays - Nature Reviews Physics,https://www.nature.com/articles/s42254-024-00787-0,www.nature.com,6.14,5.12,5.12,4.69,5.85
The psychology of health - Communications Psychology,https://www.nature.com/articles/s44271-025-00385-5,www.nature.com,7.03,7.79,5.86,4.82,7.97
Walking the talk: voluntary actions on marine protected areas on the high seas - npj Ocean Sustainability,https://www.nature.com/articles/s44183-026-00181-6,www.nature.com,6.34,6.87,6.55,4.13,7.15
Preferential play - Nature Physics,https://www.nature.com/articles/s41567-025-03162-7,www.nature.com,6.75,6.23,5.87,4.67,7.14
CD73 overexpression in ADSCs accelerates bladder repair by regulating the NFκB/NLRP3/caspase-1 signaling axis in neurogenic bladder rats - npj Regenerative Medicine,https://www.nature.com/articles/s41536-026-00454-1,www.nature.com,5.05,6.57,4.46,5.06,7.68
Stress-testing the cascading economic impacts of urban flooding across 306 Chinese cities - Nature Cities,https://www.nature.com/articles/s44284-025-00372-1,www.nature.com,6.52,6.7,6.5,4.6,7.06
Models translate lake mud into useful climate variables - Nature Reviews Earth & Environment,https://www.nature.com/articles/s43017-025-00733-3,www.nature.com,4.74,6.04,4.47,6.55,6.16
Sustainability of gap funding programs aimed at commercializing academic innovation - Nature Biotechnology,https://www.nature.com/articles/s41587-025-02972-7,www.nature.com,7.37,6.55,5.57,4.81,7.5
Pure tone auditory thresholds and their association with cognition in the Canadian Longitudinal Study on Aging - Scientific Reports,https://www.nature.com/articles/s41598-026-36979-0,www.nature.com,6.58,6.78,5.53,5.49,7.2
Chemical whispers hidden in the plant and microbiota kingdoms - Nature Reviews Microbiology,https://www.nature.com/articles/s41579-026-01278-y,www.nature.com,7.33,6.45,5.39,6.11,7.22
OTX2 inhibits human pluripotent stem cell reprogramming toward 8-cell-like and morula-like states - Nature Communications,https://www.nature.com/articles/s41467-026-68388-2,www.nature.com,5.06,6.54,4.91,4.4,7.57
The visionary physicist who gave us a new way to view the cosmos,https://www.nature.com/articles/d41586-025-03840-9,www.nature.com,7.37,6.69,5.54,6.16,7.09
Policy levers for household efficiency: an evolutionary game analysis of multigenerational living and healthcare access - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06404-4,www.nature.com,6.96,6.84,5.9,4.59,7.65
Long term water quality improvements associated with the restored Prairie Creek wetlands in Ohio’s Grand Lake St. Marys Watershed - Scientific Reports,https://www.nature.com/articles/s41598-025-34212-y,www.nature.com,4.84,6.58,4.93,4.97,7.28
Level the slopes - Nature Physics,https://www.nature.com/articles/s41567-025-03147-6,www.nature.com,6.44,6.51,5.93,5.92,5.76
Artificial Intelligence and the limits of reason: a framework for responsible use in public and private sectors - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-05749-0,www.nature.com,7.49,6.58,5.84,4.48,6.46
Building the world’s first truly global medical foundation model - Nature Medicine,https://www.nature.com/articles/s41591-025-03859-5,www.nature.com,7.74,6.86,5.74,4.33,7.61
Flipping the narrative on launching a rewarding career in academic medicine - Nature Cancer,https://www.nature.com/articles/s43018-025-01076-0,www.nature.com,7.6,7.28,5.91,4.11,7.69
Home-field advantage: how local research leads to new discoveries,https://www.nature.com/articles/d41586-025-03980-y,www.nature.com,7.19,7.12,6.39,5.01,6.43
Symbiotic transcatheter pacemaker for lifelong energy regeneration and therapeutic function in porcine disease model - Nature Biomedical Engineering,https://www.nature.com/articles/s41551-025-01604-4,www.nature.com,6.6,6.27,6.49,5.17,7.47
Mapping Europe’s rooftop photovoltaic potential with a building-level database - Nature Energy,https://www.nature.com/articles/s41560-025-01947-x,www.nature.com,7.17,7.63,6.03,5.89,7.59
Metal surface-triggered DNAzyme catalysis for efficient DNA cleavage - Communications Chemistry,https://www.nature.com/articles/s42004-026-01893-z,www.nature.com,6.87,6.42,6.28,3.82,5.86
Thrombospondin 1 and 2 regulate mesenchymal progenitor cell fate and matrix organization - Bone Research,https://www.nature.com/articles/s41413-025-00493-2,www.nature.com,6.68,7.06,5.43,5.14,7.25
